code,term
1.41886764e-315,Attempted suicide - suffocation
1.418872554e-315,Attempted suicide - drowning
1.418877524e-315,Attempted suicide - firearms
1.41888247e-315,Attempted suicide - cut/stab
1.41888739e-315,Attempted suicide - jumping from a high place
1.424445614e-315,Attempt suicide - domestic gas
1.433457367e-315,Intentional paracetamol poisoning
1.43347716e-315,Intentional acetaminophen and dextropropoxyphene poisoning
1.43350679e-315,Intentional aspirin poisoning
1.4335216e-315,Intentional salicylic acid salt poisoning
1.433536457e-315,Intentional pentazocine poisoning
1.433556175e-315,Intentional phenazocine poisoning
1.433580883e-315,Intentional dextromoramide poisoning
1.433600665e-315,Intentional dextropropoxyphene poisoning
1.433620443e-315,Intentional dipipanone poisoning
1.433635225e-315,Intentional methadone poisoning
1.433659953e-315,Intentional buprenorphine poisoning
1.433674765e-315,Intentional poisoning caused by codeine
1.43368961e-315,Intentional heroin poisoning
1.43370442e-315,Intentional poisoning caused by dihydrocodeine
1.433729137e-315,Intentional nalbuphine poisoning
1.433743944e-315,Intentional morphine poisoning
1.43377361e-315,Intentional alfentanil poisoning
1.43379337e-315,Intentional fentanyl poisoning
1.433808153e-315,Intentional pethidine poisoning
1.433827926e-315,Intentional phenoperidine poisoning
1.43384771e-315,Intentional meptazinol poisoning
1.43386746e-315,Intentional levorphanol poisoning
1.433882293e-315,Intentional narcotic poisoning
1.43391685e-315,Intentional acemetacin poisoning
1.43393664e-315,Intentional azapropazone poisoning
1.433956393e-315,Intentional diclofenac poisoning
1.433976135e-315,Intentional etodolac poisoning
1.43399592e-315,Intentional felbinac poisoning
1.434020596e-315,Intentional fenbufen poisoning
1.434040374e-315,Intentional fenoprofen poisoning
1.43406013e-315,Intentional flurbiprofen poisoning
1.43407499e-315,Intentional ibuprofen poisoning
1.434089795e-315,Intentional indomethacin poisoning
1.434109563e-315,Intentional ketoprofen poisoning
1.434129316e-315,Intentional ketorolac poisoning
1.43414906e-315,Intentional mefenamic acid poisoning
1.43416885e-315,Intentional nabumetone poisoning
1.43418365e-315,Intentional naproxen poisoning
1.43420342e-315,Intentional nefopam poisoning
1.434223173e-315,Intentional oxyphenbutazone poisoning
1.434237985e-315,Intentional phenylbutazone poisoning
1.434262733e-315,Intentional piroxicam poisoning
1.434282456e-315,Intentional sulindac poisoning
1.43430223e-315,Intentional tenoxicam poisoning
1.434321976e-315,Intentional tiaprofenic acid poisoning
1.434341784e-315,Intentional tolmetin poisoning
1.43436646e-315,Intentional radiopharmaceutical poisoning
1.43442574e-315,Intentional magnetic resonance imaging contrast media poisoning
1.434465255e-315,Intentional diagnostic dye poisoning
1.434485023e-315,Intentional bismuth compound poisoning
1.43450478e-315,Intentional sucralfate poisoning
1.43452456e-315,Intentional misoprostol poisoning
1.43454434e-315,Intentional cimetidine poisoning
1.434564074e-315,Intentional famotidine poisoning
1.43458387e-315,Intentional nizatidine poisoning
1.43460364e-315,Intentional ranitidine poisoning
1.434628297e-315,Intentional omeprazole poisoning
1.43464807e-315,Intentional lansoprazole poisoning
1.434667857e-315,Intentional carbenoxolone poisoning
1.4346876e-315,Intentional pirenzepine poisoning
1.43470735e-315,Intentional 5-aminosalicylic acid poisoning
1.43472217e-315,Intentional aluminum hydroxide poisoning
1.43473703e-315,Intentional magnesium trisilicate poisoning
1.434756784e-315,Intentional loperamide poisoning
1.43477162e-315,Intentional kaolin poisoning
1.434786403e-315,Intentional pectin poisoning
1.43481113e-315,Intentional cisapride poisoning
1.43483583e-315,Intentional nabilone poisoning
1.434855607e-315,Intentional domperidone poisoning
1.434875345e-315,Intentional metoclopramide poisoning
1.434895093e-315,Intentional 5-HT3-receptor antagonist poisoning
1.434914865e-315,Intentional bisacodyl poisoning
1.434934647e-315,Intentional danthron poisoning
1.434954425e-315,Intentional sodium picosulfate poisoning
1.434979094e-315,Intentional lactulose poisoning
1.43499393e-315,Intentional magnesium sulfate poisoning
1.435013683e-315,Intentional bulk-forming laxative poisoning
1.43503841e-315,Intentional cascara poisoning
1.435058144e-315,Intentional senna poisoning
1.43507794e-315,Intentional docusate poisoning
1.435092724e-315,Intentional castor oil poisoning
1.43510758e-315,Intentional phenolphthalein poisoning
1.43514214e-315,Intentional antispasmodic poisoning
1.43516193e-315,Intentional bile agent poisoning
1.43518167e-315,Intentional nitrous oxide poisoning
1.4352064e-315,Intentional etomidate poisoning
1.435221215e-315,Intentional ketamine poisoning
1.43524097e-315,Intentional propofol poisoning
1.43526074e-315,Intentional thiopental sodium poisoning
1.43527555e-315,Intentional methohexitone poisoning
1.43530023e-315,Intentional enflurane poisoning
1.43531505e-315,Intentional ether poisoning
1.43532991e-315,Intentional halothane poisoning
1.435349663e-315,Intentional isoflurane poisoning
1.4353694e-315,Intentional trichloroethylene poisoning
1.435389173e-315,Intentional desflurane poisoning
1.43540892e-315,Intentional bupivacaine poisoning
1.43542873e-315,Intentional cinchocaine poisoning
1.43544848e-315,Intentional prilocaine poisoning
1.435463283e-315,Intentional lignocaine poisoning
1.43547812e-315,Intentional cocaine poisoning
1.435497897e-315,Intentional benzocaine poisoning
1.43551766e-315,Intentional oxybuprocaine poisoning
1.435532467e-315,Intentional procaine poisoning
1.4355522e-315,Intentional proxymetacaine poisoning
1.43556703e-315,Intentional peripheral nerve and plexus-blocking anesthetic poisoning
1.435581844e-315,Intentional spinal anesthetic poisoning
1.43559668e-315,Intentional tetracaine poisoning
1.435611517e-315,Intentional poisoning caused by therapeutic gases
1.435636196e-315,Intentional immunostimulant poisoning
1.43566585e-315,Intentional mitobronitol poisoning
1.43568066e-315,Intentional busulfan poisoning
1.435700454e-315,Intentional treosulfan poisoning
1.43571527e-315,Intentional triethylene thiophosphoramide poisoning
1.43573505e-315,Intentional chlorambucil poisoning
1.435749836e-315,Intentional cyclophosphamide poisoning
1.43577457e-315,Intentional ethoglucid poisoning
1.43579432e-315,Intentional ifosfamide poisoning
1.435814055e-315,Intentional melphalan poisoning
1.435833827e-315,Intentional estramustine poisoning
1.435853595e-315,Intentional mustine poisoning
1.435878323e-315,Intentional carmustine poisoning
1.435898056e-315,Intentional lomustine poisoning
1.435922764e-315,Intentional dacarbazine poisoning
1.43594251e-315,Intentional dactinomycin poisoning
1.43595738e-315,Intentional bleomycin poisoning
1.43597216e-315,Intentional mitomycin poisoning
1.435991933e-315,Intentional plicamycin poisoning
1.43602157e-315,Intentional aclarubicin poisoning
1.436041345e-315,Intentional mitozantrone poisoning
1.43606111e-315,Intentional doxorubicin poisoning
1.43608089e-315,Intentional epirubicin poisoning
1.436100613e-315,Intentional idarubicin poisoning
1.43611545e-315,Intentional daunorubicin poisoning
1.436140173e-315,Intentional mercuric oxide poisoning
1.436159945e-315,Intentional methotrexate poisoning
1.43617475e-315,Intentional mercaptopurine poisoning
1.436194485e-315,Intentional thioguanine poisoning
1.43621919e-315,Intentional pentostatin poisoning
1.436234045e-315,Intentional cytarabine poisoning
1.43624886e-315,Intentional fluorouracil poisoning
1.43627354e-315,Intentional etoposide poisoning
1.436293333e-315,Intentional amsacrine poisoning
1.43631306e-315,Intentional carboplatin poisoning
1.436332843e-315,Intentional cisplatin poisoning
1.436352616e-315,Intentional hydroxyurea poisoning
1.43637236e-315,Intentional procarbazine poisoning
1.43639215e-315,Intentional razoxane poisoning
1.43641188e-315,Intentional crisantaspase poisoning
1.436431637e-315,Intentional paclitaxel poisoning
1.436451404e-315,Intentional fludarabine poisoning
1.436471187e-315,Intentional aminoglutethimide poisoning
1.436495885e-315,Intentional trilostane poisoning
1.436515667e-315,Intentional tamoxifen poisoning
1.43653542e-315,Intentional formestane poisoning
1.43656012e-315,Intentional vinblastine poisoning
1.436579886e-315,Intentional vincristine poisoning
1.436599664e-315,Intentional vindesine poisoning
1.43662434e-315,Intentional cyclosporin poisoning
1.436639174e-315,Intentional azathioprine poisoning
1.436658937e-315,Intentional central appetite depressant poisoning
1.436673744e-315,Intentional levodopa poisoning
1.436688576e-315,Intentional amantadine poisoning
1.436708333e-315,Intentional lysuride poisoning
1.43672809e-315,Intentional bromocriptine poisoning
1.436742903e-315,Intentional ethopropazine poisoning
1.436752824e-315,Lithium poisoning
1.436762685e-315,Intentional lithium poisoning
1.436782463e-315,Intentional amitriptyline poisoning
1.43679233e-315,Amoxapine poisoning
1.436802196e-315,Intentional amoxapine poisoning
1.43681207e-315,Butriptyline poisoning
1.43682197e-315,Intentional butriptyline poisoning
1.436831845e-315,Clomipramine poisoning
1.43684171e-315,Intentional clomipramine poisoning
1.43685163e-315,Desipramine poisoning
1.43686152e-315,Intentional desipramine poisoning
1.436871385e-315,Dothiepin poisoning
1.43688127e-315,Intentional dothiepin poisoning
1.43689116e-315,Doxepin poisoning
1.436901004e-315,Intentional doxepin poisoning
1.43691584e-315,Intentional imipramine poisoning
1.436925737e-315,Iprindole poisoning
1.43693561e-315,Intentional iprindole poisoning
1.436945495e-315,Lofepramine poisoning
1.43695539e-315,Intentional lofepramine poisoning
1.436965238e-315,Nortriptyline poisoning
1.436975134e-315,Intentional nortriptyline poisoning
1.43698503e-315,Protriptyline poisoning
1.436994906e-315,Intentional protriptyline poisoning
1.43700478e-315,Trimipramine poisoning
1.43701465e-315,Intentional trimipramine poisoning
1.43702946e-315,Intentional tricyclic antidepressant poisoning
1.437039357e-315,Phenelzine poisoning
1.437049253e-315,Intentional phenelzine poisoning
1.43705914e-315,Iproniazid poisoning
1.437069006e-315,Intentional iproniazid poisoning
1.43707889e-315,Isocarboxazid poisoning
1.437088754e-315,Intentional isocarboxazid poisoning
1.43709865e-315,Tranylcypromine poisoning
1.437108536e-315,Intentional tranylcypromine poisoning
1.437118428e-315,Moclobemide poisoning
1.437128314e-315,Intentional moclobemide poisoning
1.43714806e-315,Intentional tryptophan poisoning
1.43715795e-315,Venlafaxine poisoning
1.43716784e-315,Intentional venlafaxine poisoning
1.4371777e-315,Selective serotonin re-uptake inhibitor poisoning
1.437182626e-315,Sertraline poisoning
1.437192523e-315,Intentional sertraline poisoning
1.43720242e-315,Paroxetine poisoning
1.437212265e-315,Intentional paroxetine poisoning
1.437222186e-315,Nefazodone poisoning
1.43723206e-315,Intentional nefazodone poisoning
1.43724192e-315,Citalopram poisoning
1.437251786e-315,Intentional citalopram poisoning
1.4372617e-315,Fluoxetine poisoning
1.437276533e-315,Intentional fluoxetine poisoning
1.4372864e-315,Fluvoxamine poisoning
1.437296266e-315,Intentional fluvoxamine poisoning
1.437306143e-315,Tetracyclic antidepressant drug poisoning
1.43731108e-315,Maprotiline poisoning
1.437321e-315,Intentional maprotiline poisoning
1.43733087e-315,Mianserin poisoning
1.437340727e-315,Intentional mianserin poisoning
1.43735062e-315,Trazodone poisoning
1.43736051e-315,Intentional trazodone poisoning
1.437370376e-315,Viloxazine poisoning
1.437380243e-315,Intentional viloxazine poisoning
1.43740004e-315,Intentional beclamide poisoning
1.43741981e-315,Intentional lamotrigine poisoning
1.437439565e-315,Intentional piracetam poisoning
1.43745931e-315,Intentional gabapentin poisoning
1.43747412e-315,Intentional poisoning caused by sodium valproate
1.43749885e-315,Intentional methylphenobarbitone poisoning
1.437513655e-315,Intentional phenobarbitone poisoning
1.437528487e-315,Intentional primidone poisoning
1.437543324e-315,Intentional poisoning caused by carbamazepine
1.437563077e-315,Intentional vigabatrin poisoning
1.43757789e-315,Intentional phenytoin poisoning
1.43759272e-315,Intentional succinimide poisoning
1.437607553e-315,Intentional ethosuximide poisoning
1.43762236e-315,Intentional phensuximide poisoning
1.43764213e-315,Intentional clonazepam poisoning
1.437666806e-315,Intentional zopiclone poisoning
1.437686593e-315,Intentional zolpidem poisoning
1.43771127e-315,Intentional chlormezanone poisoning
1.437731064e-315,Intentional methyprylone poisoning
1.437745896e-315,Intentional paraldehyde poisoning
1.43776068e-315,Intentional amylobarbitone poisoning
1.43778045e-315,Intentional butabarbitone poisoning
1.43781502e-315,Intentional cyclobarbitone poisoning
1.43782988e-315,Intentional quinalbarbitone poisoning
1.43784469e-315,Intentional barbitone poisoning
1.437859496e-315,Intentional pentobarbitone poisoning
1.43787927e-315,Intentional flunitrazepam poisoning
1.43789408e-315,Intentional flurazepam poisoning
1.43791384e-315,Intentional loprazolam poisoning
1.437933606e-315,Intentional lormetazepam poisoning
1.437948443e-315,Intentional nitrazepam poisoning
1.43796822e-315,Intentional triazolam poisoning
1.437987983e-315,Intentional alprazolam poisoning
1.438007736e-315,Intentional bromazepam poisoning
1.43802255e-315,Intentional chlordiazepoxide poisoning
1.43804232e-315,Intentional clobazam poisoning
1.43806209e-315,Intentional potassium clorazepate poisoning
1.43808184e-315,Intentional ketazolam poisoning
1.43809665e-315,Intentional medazepam poisoning
1.43811642e-315,Intentional oxazepam poisoning
1.438136173e-315,Intentional prazepam poisoning
1.438155946e-315,Intentional midazolam poisoning
1.438170777e-315,Intentional diazepam poisoning
1.438185594e-315,Intentional lorazepam poisoning
1.438200426e-315,Intentional poisoning caused by temazepam
1.43821526e-315,Intentional meprobamate poisoning
1.43823498e-315,Intentional chloral hydrate poisoning
1.438254754e-315,Intentional dichloralphenazone poisoning
1.438279447e-315,Intentional triclofos sodium poisoning
1.43829923e-315,Intentional buspirone poisoning
1.438318987e-315,Intentional chlormethiazole poisoning
1.4383338e-315,Sulpiride poisoning
1.438343676e-315,Intentional sulpiride poisoning
1.43836345e-315,Intentional loxapine poisoning
1.43838324e-315,Intentional clozapine poisoning
1.438402993e-315,Intentional risperidone poisoning
1.438422736e-315,Intentional tetrabenazine poisoning
1.43844252e-315,Intentional benperidol poisoning
1.438457306e-315,Intentional trifluperidol poisoning
1.43847214e-315,Intentional haloperidol poisoning
1.43849192e-315,Intentional droperidol poisoning
1.4385166e-315,Intentional pimozide poisoning
1.438536396e-315,Intentional fluspirilene poisoning
1.438556163e-315,Intentional methotrimeprazine poisoning
1.438575916e-315,Intentional pericyazine poisoning
1.438590723e-315,Intentional fluphenazine poisoning
1.43861047e-315,Intentional thiethylperazine poisoning
1.43862532e-315,Intentional chlorpromazine poisoning
1.43864506e-315,Intentional pipothiazine poisoning
1.438659873e-315,Intentional promazine poisoning
1.43867967e-315,Intentional thioridazine poisoning
1.438699423e-315,Intentional perphenazine poisoning
1.438714235e-315,Intentional prochlorperazine poisoning
1.438733997e-315,Intentional trifluoperazine poisoning
1.43875872e-315,Intentional chlorprothixene poisoning
1.43878342e-315,Intentional flupenthixol decanoate poisoning
1.43879329e-315,Zuclopenthixol decanoate poisoning
1.438803186e-315,Intentional zuclopenthixol decanoate poisoning
1.43881306e-315,Zuclopenthixol poisoning
1.438822914e-315,Intentional zuclopenthixol poisoning
1.43884272e-315,Intentional flupenthixol poisoning
1.438862455e-315,Intentional oxypertine poisoning
1.438882227e-315,Intentional remoxipride poisoning
1.43890691e-315,Intentional selegiline poisoning
1.43892175e-315,Intentional amphetamine poisoning
1.438951416e-315,Intentional cannabis poisoning
1.43896623e-315,Intentional poisoning by lysergic acid
1.43898106e-315,Intentional psilocybin poisoning
1.43899584e-315,Intentional mescaline poisoning
1.439030427e-315,Intentional poisoning caused by crack cocaine
1.43904529e-315,Intentional caffeine poisoning
1.43906501e-315,Intentional atenolol poisoning
1.43907985e-315,Intentional propranolol poisoning
1.439094685e-315,Intentional practolol poisoning
1.439109473e-315,Intentional tolazoline hydrochloride poisoning
1.43912432e-315,Intentional phenoxybenzamine poisoning
1.43913915e-315,Intentional nicotine poisoning
1.439153983e-315,Intentional poisoning caused by calcium-channel blocker
1.439168805e-315,Intentional pilocarpine poisoning
1.439183587e-315,Intentional acetylcholine poisoning
1.439198444e-315,Intentional anticholinesterase poisoning
1.439218187e-315,Intentional metaraminol poisoning
1.439242915e-315,Intentional salbutamol poisoning
1.4392577e-315,Intentional orciprenaline poisoning
1.43928241e-315,Intentional clonidine poisoning
1.43929724e-315,Intentional adrenalin poisoning
1.43931205e-315,Intentional norepinephrine poisoning
1.43932686e-315,Intentional hyoscine poisoning
1.439341723e-315,Intentional atropine poisoning
1.43935651e-315,Intentional homatropine poisoning
1.43937134e-315,Intentional acetylcysteine poisoning
1.43939109e-315,Intentional nikethamide poisoning
1.439410897e-315,Intentional chlorpheniramine poisoning
1.439425704e-315,Intentional diphenhydramine poisoning
1.43944051e-315,Intentional diphenylpyraline poisoning
1.439455343e-315,Intentional dextromethorphan poisoning
1.43947015e-315,Intentional guaifenesin poisoning
1.43948496e-315,Intentional terpin hydrate poisoning
1.4394998e-315,Intentional poisoning caused by bronchodilator drug
1.439514616e-315,Intentional aminophylline poisoning
1.439529453e-315,Intentional theophylline poisoning
1.439544265e-315,Intentional poisoning caused by herbal asthma mixture
1.43955909e-315,Intentional anti-common cold drug poisoning
1.439573904e-315,Intentional local antipruritic poisoning
1.43958874e-315,Intentional local astringent and detergent poisoning
1.439603553e-315,Intentional hair treatment poisoning
1.439623316e-315,Intentional allopurinol poisoning
1.43963815e-315,Intentional colchicine poisoning
1.439652965e-315,Intentional probenecid poisoning
1.439667767e-315,Intentional gold salt poisoning
1.439682604e-315,Intentional antirheumatic poisoning
1.439702396e-315,Intentional prostaglandin poisoning
1.439722114e-315,Intentional naloxone poisoning
1.439736975e-315,Intentional levallorphan poisoning
1.439751763e-315,Intentional nalorphine poisoning
1.43977156e-315,Intentional protamine sulfate poisoning
1.439786342e-315,Intentional chelating agent poisoning
1.43982589e-315,Intentional flucytosine poisoning
1.439840705e-315,Intentional griseofulvin poisoning
1.439855536e-315,Intentional amphotericin B poisoning
1.43987037e-315,Intentional nystatin poisoning
1.439885175e-315,Intentional trichomycin poisoning
1.439900007e-315,Intentional idoxuridine poisoning
1.4399148e-315,Intentional pyrimethamine poisoning
1.439929636e-315,Intentional chloroquine poisoning
1.43994445e-315,Intentional primaquine poisoning
1.43996421e-315,Intentional quinine poisoning
1.439983984e-315,Intentional mefloquine poisoning
1.439998815e-315,Intentional proguanil poisoning
1.44001365e-315,Intentional cycloguanil poisoning
1.44002846e-315,Intentional piperazine poisoning
1.44004329e-315,Intentional thiabendazole poisoning
1.4400581e-315,Intentional hexylresorcinol poisoning
1.44007788e-315,Intentional kanamycin poisoning
1.44009269e-315,Intentional streptomycin poisoning
1.44011246e-315,Intentional gentamicin poisoning
1.440132213e-315,Intentional tobramycin poisoning
1.440151986e-315,Intentional netilmicin poisoning
1.440166817e-315,Intentional erythromycin poisoning
1.44018656e-315,Intentional azithromycin poisoning
1.4402063e-315,Intentional clarithromycin poisoning
1.44022116e-315,Intentional oleandomycin poisoning
1.440235947e-315,Intentional spiramycin poisoning
1.440260646e-315,Intentional sodium fusidate poisoning
1.44028042e-315,Intentional spectinomycin poisoning
1.440300186e-315,Intentional vancomycin poisoning
1.44031997e-315,Intentional trimethoprim poisoning
1.440334755e-315,Intentional nitrofuran derivative poisoning
1.44035455e-315,Intentional fusidic acid poisoning
1.44037429e-315,Intentional 4-quinolones poisoning
1.440389103e-315,Intentional ampicillin poisoning
1.44040397e-315,Intentional cloxacillin poisoning
1.44041875e-315,Intentional carbenicillin poisoning
1.44043361e-315,Intentional penicillin G poisoning
1.440453356e-315,Intentional flucloxacillin poisoning
1.4404731e-315,Intentional piperacillin poisoning
1.440497807e-315,Intentional cefadroxil poisoning
1.44051262e-315,Intentional cephalexin poisoning
1.44052748e-315,Intentional cephalothin poisoning
1.440547204e-315,Intentional cephazolin poisoning
1.44056701e-315,Intentional cephradine poisoning
1.440586763e-315,Intentional latamoxef poisoning
1.44061145e-315,Intentional cefaclor poisoning
1.44063121e-315,Intentional cefuroxime poisoning
1.440650997e-315,Intentional cephamandole poisoning
1.440675675e-315,Intentional cefotaxime poisoning
1.440695463e-315,Intentional ceftazidime poisoning
1.440715206e-315,Intentional ceftizoxime poisoning
1.440734953e-315,Intentional cefixime poisoning
1.44075966e-315,Intentional cefodizime poisoning
1.44077942e-315,Intentional cefpodoxime poisoning
1.440799217e-315,Intentional ceftriaxone poisoning
1.44081896e-315,Intentional ceftibuten poisoning
1.440838727e-315,Intentional cefsulodin poisoning
1.44086345e-315,Intentional cefpirome poisoning
1.440878237e-315,Intentional cephaloridine poisoning
1.44089306e-315,Intentional sulfadiazine poisoning
1.44090787e-315,Intentional sulfafurazole poisoning
1.440922733e-315,Intentional sulfamethoxazole poisoning
1.44093752e-315,Intentional doxycycline poisoning
1.44095238e-315,Intentional minocycline poisoning
1.44096719e-315,Intentional oxytetracycline poisoning
1.44098202e-315,Intentional tetracycline poisoning
1.441001754e-315,Intentional chloramphenicol poisoning
1.441026487e-315,Intentional sulfamethoxazole and trimethoprim poisoning
1.44104624e-315,Intentional hydroxyquinoline poisoning
1.441061047e-315,Intentional diiodohydroxyquinoline poisoning
1.44107588e-315,Intentional rifampin poisoning
1.441090705e-315,Intentional isoniazid poisoning
1.441105537e-315,Intentional ethambutol poisoning
1.44112032e-315,Intentional cycloserine poisoning
1.441140097e-315,Intentional antileprotic drug poisoning
1.44115491e-315,Intentional ethionamide poisoning
1.44116977e-315,Intentional para-aminosalicylic acid poisoning
1.44118456e-315,Intentional sulfone poisoning
1.44120433e-315,Intentional pesticide product poisoning
1.44159957e-315,Intentional thiouracil poisoning
1.441619326e-315,Intentional carbimazole poisoning
1.441639113e-315,Intentional cortisone derivative poisoning
1.44165392e-315,Intentional desoxycorticosterone derivative poisoning
1.441668777e-315,Intentional fluorinated corticosteroid poisoning
1.441683584e-315,Intentional glucagon poisoning
1.441698416e-315,Intentional insulin poisoning
1.441718184e-315,Intentional acetohexamide poisoning
1.44173297e-315,Intentional chlorpropamide poisoning
1.441747783e-315,Intentional tolbutamide poisoning
1.441767565e-315,Intentional poisoning caused by glibenclamide
1.4417824e-315,Intentional poisoning caused by metformin
1.441797234e-315,Intentional phenformin poisoning
1.441816977e-315,Intentional progestogen poisoning
1.44183179e-315,Intentional oral contraceptive poisoning
1.4418466e-315,Intentional estrogen poisoning
1.441861463e-315,Intentional combined estrogen and progesterone poisoning
1.44188118e-315,Intentional testosterone poisoning
1.44190099e-315,Intentional nandrolone poisoning
1.441915775e-315,Intentional oxymetholone poisoning
