code,term
5874002,"Anticipatory anxiety, severe"
606921000000104,"Recurrent major depressive episodes, unspecified"
609311000000100,Depressive disorder NEC
61157009,Combat fatigue
61387006,Moderate anxiety
620181000000106,Other post-traumatic stress disorder
621271000000109,Anxiety state unspecified
633361000000109,Anxiety state NOS
633681000000107,"Single major depressive episode, unspecified"
633701000000109,Single major depressive episode NOS
633721000000100,Recurrent major depressive episode NOS
63701002,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND mild panic attacks"
63778009,"Major depressive disorder, single episode with melancholic features"
65064003,Panic disorder without agoraphobia with moderate panic attacks
65673007,Anxiety disorder
657791000000107,Disturbance of anxiety and fearfulness in childhood and adolescence NOS
66344007,Recurrent major depression
66446005,Depressed mood
665981000000107,Other acute stress reaction NOS
67195008,Acute stress disorder
67711008,Primary dysthymia late onset
69392006,"Major depressive disorder, single episode with catatonic features"
69479009,Anxiety hyperventilation
699241002,Chronic post-traumatic stress disorder following military combat
70655008,Caffeine-induced anxiety disorder
70997004,Mild anxiety
712823008,Acute depression
71336009,Recurrent major depressive disorder with postpartum onset
718636001,Minimal depression
719592004,Moderately severe major depression
719593009,Moderately severe depression
720451004,Minimal recurrent major depression
720452006,Moderately severe recurrent major depression
720453001,Moderately severe major depression single episode
720454007,Minimal major depression single episode
720455008,Minimal major depression
724654009,Anxiety disorder caused by opioid
724708007,Anxiety disorder caused by methylenedioxymethamphetamine
724722007,Anxiety disorder caused by dissociative drug
724723002,Anxiety disorder caused by ketamine
72861004,Panic disorder without agoraphobia with mild panic attacks
737341006,Anxiety disorder caused by synthetic cannabinoid
75084000,Severe major depression without psychotic features
762331007,Anxiety disorder caused by stimulant
762515000,Anxiety disorder caused by synthetic cathinone
76441001,"Severe major depression, single episode, without psychotic features"
764611000000100,"Recurrent major depressive episodes, severe"
764631000000108,"Single major depressive episode, severe"
782501005,Adjustment disorder with mixed anxiety and depressed mood
78541000000103,Chronic anxiety
78551000000100,Recurrent anxiety
78667006,Dysthymia
788120007,Antenatal depression
788866004,Anxiety due to dementia
790961000000101,Antenatal depression
79298009,"Mild major depression, single episode"
79823003,Panic
79842004,Stuporous depression
80583007,Severe anxiety (panic)
808721000000109,Antenatal depression
81350009,Free-floating anxiety
8185002,Panic disorder with agoraphobia AND moderate panic attacks
82218004,Postoperative depression
82339009,Amphetamine-induced anxiety disorder
83176005,Primary dysthymia
832007,Moderate major depression
83458005,Agitated depression
84788008,Menopausal depression
85080004,Secondary dysthymia
87414006,Reactive depression (situational)
87512008,Mild major depression
89948007,Panic disorder with agoraphobia AND mild panic attacks
90790003,Avoidant disorder of adolescence
94641000119109,Anxiety in pregnancy
