code,term
F381,Other recurrent mood [affective] disorders
F388,Other specified mood [affective] disorders
F39,Unspecified mood [affective] disorder
F40,Phobic anxiety disorders
F400,Agoraphobia
F401,Social phobias
F402,Specific (isolated) phobias
F408,Other phobic anxiety disorders
F409,"Phobic anxiety disorder, unspecified"
F41,Other anxiety disorders
F410,Panic disorder [episodic paroxysmal anxiety]
F411,Generalized anxiety disorder
F412,Mixed anxiety and depressive disorder
F413,Other mixed anxiety disorders
F418,Other specified anxiety disorders
F419,"Anxiety disorder, unspecified"
F42,Obsessive-compulsive disorder
F420,Predominantly obsessional thoughts or ruminations
F421,Predominantly compulsive acts [obsessional rituals]
F422,Mixed obsessional thoughts and acts
F428,Other obsessive-compulsive disorders
F429,"Obsessive-compulsive disorder, unspecified"
F43,"Reaction to severe stress, and adjustment disorders"
F430,Acute stress reaction
F431,Post-traumatic stress disorder
F432,Adjustment disorders
F438,Other reactions to severe stress
F439,"Reaction to severe stress, unspecified"
F44,Dissociative [conversion] disorders
F440,Dissociative amnesia
F441,Dissociative fugue
F442,Dissociative stupor
F443,Trance and possession disorders
F444,Dissociative motor disorders
F445,Dissociative convulsions
F446,Dissociative anaesthesia and sensory loss
F447,Mixed dissociative [conversion] disorders
F448,Other dissociative [conversion] disorders
F449,"Dissociative [conversion] disorder, unspecified"
F45,Somatoform disorders
F450,Somatization disorder
F451,Undifferentiated somatoform disorder
F452,Hypochondriacal disorder
F453,Somatoform autonomic dysfunction
F454,Persistent somatoform pain disorder
F458,Other somatoform disorders
F459,"Somatoform disorder, unspecified"
F48,Other neurotic disorders
F480,Neurasthenia
F481,Depersonalization-derealization syndrome
F488,Other specified neurotic disorders
F489,"Neurotic disorder, unspecified"
F50,Eating disorders
F500,Anorexia nervosa
F501,Atypical anorexia nervosa
F502,Bulimia nervosa
F503,Atypical bulimia nervosa
F504,Overeating associated with other psychological disturbances
F505,Vomiting associated with other psychological disturbances
F508,Other eating disorders
F509,"Eating disorder, unspecified"
F51,Nonorganic sleep disorders
F510,Nonorganic insomnia
F511,Nonorganic hypersomnia
F512,Nonorganic disorder of the sleep-wake schedule
F513,Sleepwalking [somnambulism]
F514,Sleep terrors [night terrors]
F515,Nightmares
F518,Other nonorganic sleep disorders
F519,"Nonorganic sleep disorder, unspecified"
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified"
F530,"Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified"
F531,"Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified"
F538,"Other mental and behavioural disorders associated with the puerperium, not elsewhere classified"
F539,"Puerperal mental disorder, unspecified"
X70,"Intentional self-harm by hanging, strangulation and suffocation"
X71,Intentional self-harm by drowning and submersion
X72,Intentional self-harm by handgun discharge
X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge"
X74,Intentional self-harm by other and unspecified firearm discharge
X75,Intentional self-harm by explosive material
X76,"Intentional self-harm by smoke, fire and flames"
X77,"Intentional self-harm by steam, hot vapours and hot objects"
X78,Intentional self-harm by sharp object
X79,Intentional self-harm by blunt object
X80,Intentional self-harm by jumping from a high place
X81,Intentional self-harm by jumping or lying before moving object
X82,Intentional self-harm by crashing of motor vehicle
X83,Intentional self-harm by other specified means
X84,Intentional self-harm by unspecified means
Y87,"Sequelae of intentional self-harm, assault and events of undetermined intent"
Y870,Sequelae of intentional self-harm
Y871,Sequelae of assault
Y872,Sequelae of events of undetermined intent
