code,term
XaREu,Profound learning disability
XaXOz,Downs syndrome antenatal screening information leaflet given
XaYQ0,Chromosome 22q11 deletion syndrome
XaYQ1,Chromosome 3p deletion syndrome
XaYQ2,Chromosome 4q deletion syndrome
XaYQ3,10q partial trisomy syndrome
XaYQU,4p partial trisomy syndrome
XaYQb,9p partial trisomy syndrome
XaYQe,15q partial trisomy syndrome
XaYYN,Kleefstra syndrome
XaZWz,Participates in Butterfly Scheme for dementia
XaZX0,Butterfly Scheme for dementia declined
XaaLb,Methyl-CpG-binding protein-2 duplication syndrome
Xaaa7,Ulnar mammary syndrome
XaaiS,Specific learning disability
XabVp,Sporadic Creutzfeldt-Jakob disease
Xabk1,Significant learning disability
XabtQ,Dementia medication review
XacF6,Intellectual development disorder of unknown aetiology
XacKx,Developmental receptive language impairment
XacL0,Developmental language comprehension impairment
XaesO,Pathological demand avoidance
Xaghb,Predominantly cortical dementia
Y000c,Dementia review done
Y1642,Other Mental Disability
Y1f1d,Dementia monitoring invitation
Y1f22,Dementia monitoring invitation
Y1f98,Quality and Outcomes Framework dementia quality indicator-related care invitation (procedure)
Y23fb,Mixed dementia
Y2916,Autistic spectrum disorder - Gluten-casein intolerance checklist
Y2917,Autistic spectrum disorder - Autism checklist
Y6230,Creutzfeldt - Jakob disease
Y8180,Other senile/presenile dement.
Y9086,Senile dementia - simple type
Y9087,Senile dementia-acute confused
Y9103,Severe mental retardation
Y9981,Profound mental retardation
YA841,Severe learning disability
