code,term
389986000,Morbid obesity
408512008,Body mass index 40+ - severely obese
413487000,Amenorrhea associated with obesity
414438005,Hyperplastic obesity
414915002,Obese
414916001,Obesity
414917005,Obesity by adipocyte growth pattern
414918000,Obesity by age of onset
414919008,Obesity by contributing factors
414920002,Obesity by fat distribution pattern
415530009,Simple obesity
416321000000103,[X]Obesity and other hyperalimentation
443371000124107,Obese class I
443381000124105,Obese class II
444862003,Childhood obesity
44772007,Maternal obesity syndrome
452911000000100,[X]Other obesity
47491000000107,Central obesity
50261000000101,Central obesity
5036006,Hypogonadal obesity
53146006,Hypothyroid obesity
5476005,Adiposity
57337005,Steatopygia
62999006,Adiposogenital dystrophy
63702009,Alstrom syndrome
640791000000105,Obesity and other hyperalimentation
640801000000109,Obesity and other hyperalimentation NOS
673781000000101,Simple obesity NOS
702949005,Proopiomelanocortin deficiency syndrome
703316004,Lymphedema associated with obesity
71223007,Adult-onset obesity
715279006,Telehealth obesity monitoring
715628009,"Intellectual disability, truncal obesity, retinal dystrophy and micropenis syndrome"
717269008,Obesity due to melanocortin 4 receptor deficiency
717761005,Choroideremia with deafness and obesity syndrome
719160009,Syndromic X-linked intellectual disability type 7
719809005,X-linked intellectual disability with precocious puberty and obesity syndrome
719834005,Wilson Turner syndrome
720987001,"Aniridia, ptosis, intellectual disability, familial obesity syndrome"
721231007,Hydrocephalus with obesity and hypogonadism syndrome
722037004,"Intellectual disability, epileptic seizures, hypogonadism and hypogenitalism, microcephaly, obesity syndrome"
722051004,"Obesity, colitis, hypothyroidism, cardiac hypertrophy, developmental delay syndrome"
722053001,Obesity due to prohormone convertase I deficiency
722595002,Overweight in adulthood with body mass index of 25 or more but less than 30
722596001,Obesity caused by energy imbalance
724137002,"Macrocephaly, obesity, mental disability, ocular abnormality syndrome"
72894001,Hypertrophy of fat pad of knee
753691000000104,Exception reporting - obesity quality indicators
753751000000103,Excepted from obesity quality indicators - patient unsuitable
753771000000107,Excepted from obesity quality indicators - informed dissent
755891000000102,"Risk to health associated with overweight and obesity, at no increased risk "
755901000000101,"Risk to health associated with overweight and obesity, at increased risk"
755911000000104,"Risk to health associated with overweight and obesity, at increased risk "
755921000000105,"Risk to health associated with overweight and obesity, at high risk"
755931000000107,"Risk to health associated with overweight and obesity, at high risk "
755941000000103,"Risk to health associated with overweight and obesity, at very high risk"
755951000000100,"Risk to health associated with overweight and obesity, at very high risk "
756001000000107,"Intervention for risk to health associated with overweight and obesity, general advice on healthy weight and lifestyle"
756011000000109,"Intervention for risk to health associated with overweight and obesity, general advice on healthy weight and lifestyle "
756021000000103,"Intervention for risk to health associated with overweight and obesity, advice about diet and physical activity"
756041000000105,"Intervention for risk to health associated with overweight and obesity, advice about diet and physical activity, consider drugs"
756051000000108,"Intervention for risk to health associated with overweight and obesity, advice about diet and physical activity, consider drugs "
756061000000106,"Intervention for risk to health associated with overweight and obesity, advice about diet and physical activity, consider drugs, consider surgery"
756071000000104,"Intervention for risk to health associated with overweight and obesity, advice about diet and physical activity, consider drugs, consider surgery "
760511000000105,Lifelong obesity
760681000000102,Adult-onset obesity
763350002,"Intellectual disability, obesity, brain malformation, facial dysmorphism syndrome"
763643007,Obesity care
763688008,"Deafness, encephaloneuropathy, obesity, valvulopathy syndrome"
764455002,"Cognitive impairment, coarse facies, heart defects, obesity, pulmonary involvement, short stature, skeletal dysplasia syndrome"
770680004,Prader-Willi-like syndrome
770750002,"Intellectual disability, seizures, macrocephaly, obesity syndrome"
773663004,"Rapid-onset childhood obesity, hypothalamic dysfunction, hypoventilation, autonomic dysregulation syndrome"
774102003,"Intellectual disability, obesity, prognathism, eye and skin anomalies syndrome"
776204008,"Colobomatous microphthalmia, obesity, hypogenitalism, intellectual disability syndrome"
778141000000107,Adult-onset obesity
778151000000105,Lifelong obesity
783549006,Obesity due to centrosomal protein 19 deficiency
783556000,Severe early-onset obesity insulin resistance syndrome due to SH2B adaptor protein 1 deficiency
783719006,Obesity due to SIM bHLH transcription factor 1 deficiency
78501000000101,Generalised obesity
785722006,Obesity due to leptin receptor gene deficiency
78897001,Pickwickian syndrome
788996008,Obesity in adolescence
80660001,Mauriac's syndrome
808051000000101,Overweight
81531005,Diabetes mellitus type 2 in obese
819948005,Obese class III
82793005,Hypothalamic obesity
83291000000106,Generalised obesity
83911000119104,Severe obesity
882541000000108,Lymphoedema associated with obesity
894971000000103,Referral to multidisciplinary obesity clinic 
898021000000109,Obesity multidisciplinary case review
9072006,Lifelong obesity
914721000000105,Obese class I (body mass index 30.0 - 34.9)
914731000000107,Obese class II (body mass index 35.0 - 39.9)
914741000000103,Obese class III (body mass index equal to or greater than 40.0)
914801000000107,Anti-obesity drug therapy commenced
914811000000109,Anti-obesity drug therapy started 
917151000000106,Obese class I (body mass index 30.0 - 34.9)
917161000000109,Obese class II (body mass index 35.0 - 39.9)
917171000000102,Obese class III (body mass index equal to or greater than 40.0)
948181000000106,Telehealth obesity monitoring 
95271000000107,Body mass index 40+ - severely obese
